Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
..Mudfish,....Aklan,..,..,..,..,..,..,..,..,0.3,..,..,..,0.2,..,..,..,0.15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.27,7.14,..,0.87,..,..,..
..Mudfish,....Antique,..,..,..,..,..,..,..,1,..,..,0.24,1,0.1,0.05,0.12,0.95,0.2,0.5,0.5,0.53,0.07,0.25,0.15,0.45,0.07,0.1,0.24,0.56,0.33,0.11,0.24,0.39,0.24,0.05,0.12,0.41,0.17,0.17,0.14,0.21,0.21,0.1,0.2,0.28,0.2,0.13,0.18,0.29,0.24,0.12,0.22,0.19,0.17,0.09,0.19,0.7,0.71,0.08,0.4,0.68,0.32,0.02,0.49,0.82,0.17,0.04,0.18,0.52,0.63,0.34,0.21,0.71,0.6,1.06,0.94,0.49,0.6,..,..,..
..Mudfish,....Capiz,..,..,..,..,..,..,..,..,0.15,0.3,0.4,0.48,0.17,0.1,1,1,0.54,0.75,1.46,1.7,1,0.4,2,2,1.5,2.5,2,2.56,4.98,4.39,3.43,4.75,3.08,2.85,4.48,6.81,5.97,3.08,4.58,8.52,7.59,5.02,5.8,6.48,5.79,6.06,6.08,7.95,5.3,5.53,6.95,6.09,5.44,4.88,4.52,4.14,1.42,3.08,2.52,3.07,1.66,4.18,2.5,5.04,3.27,1.35,1.87,2.83,1.87,0.83,0.14,0.45,0.59,1.6,1.48,0.67,2.14,..,..,..
..Mudfish,....Guimaras,..,..,..,..,..,..,..,..,0.15,0.02,0.52,0.5,0.2,0.1,0.5,0.3,0.5,0.5,1,1.5,1,0.5,1.5,1.6,1.25,0.75,1.53,1.26,1,1.05,1.66,1.48,0.74,0.39,0.55,1.79,1.18,0.65,0.74,0.83,1.13,0.92,1.13,0.78,0.65,0.39,0.7,1.09,0.79,0.52,0.83,0.61,0.52,0.48,0.87,0.7,0.22,0.35,1.13,1.09,0.83,1.09,1.05,1,0.31,0.2,0.5,0.74,0.04,0.09,..,0.7,..,..,..,0.11,0.1,..,..,..
..Mudfish,....Iloilo,3,2,7,6,5,2,6,34,11.61,8,9,85,91.65,7,11.16,50,88,30,23,45,23.9,24,18.5,53,25,30,19.16,55.47,22.5,34.45,9.99,45,13.78,0.41,4.27,35.83,18.09,8.27,7.24,49.34,16.4,7.79,15.47,32.22,2.79,3.1,14.75,9.1,10.2,3.45,12,8.65,9.1,2.41,10,5.31,5.55,1.41,6,14.75,20.4,11.16,22.33,13.02,21.84,16.81,7.03,72.15,30.6,3,0.33,..,..,0.69,..,0.01,..,..,..,..
..Mudfish,....Negros Occidental,1,..,..,..,..,..,..,..,1,0.5,0.2,0.1,0.4,0.25,0.5,0.2,0.2,0.2,0.25,0.25,0.25,0.25,0.26,0.3,1.65,0.2,0.5,0.36,0.25,0.25,0.03,1.85,0.6,0.54,0.05,0.05,2.4,2.29,3.65,0.08,0.08,0.18,3.97,0.57,0.21,0.37,4.48,1.09,0.68,0.42,0.73,1.36,0.42,1.09,0.73,0.94,0.31,0.21,1.77,0.21,0.31,0.02,..,..,0.01,..,..,..,..,..,1.46,5.21,5.52,..,2.71,7.5,8.09,..,..,..
..Mudfish,..Region VII (Central Visayas),..,..,..,2,..,..,..,1,0.5,0.3,0.09,1.5,0.05,0.12,0.1,0.2,0.72,0.71,1.18,0.65,0.71,1.32,0.6,0.67,1.3,2.44,2.26,1.01,2.28,2.32,2.11,1.36,0.8,0.75,1.51,1.79,1.15,1.21,1.69,1.31,1.44,1.36,1.92,2.26,1.61,1.41,2.44,1.31,1.48,1.57,1.8,1.1,1.1,1.03,1.05,1.2,0.99,0.78,1.3,0.62,1.66,1.25,2.65,1.53,2.28,1.32,0.61,3.52,1.27,0.48,0.94,1.86,1.28,1.91,1.02,1.31,2.36,..,..,..
..Mudfish,....Bohol,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.2,..,0.15,0.07,0.13,0.2,0.5,0.8,0.9,0.64,1.53,1.5,1.58,0.96,0.42,0.45,0.9,1.08,0.78,0.76,0.96,0.62,0.64,0.57,1.13,1.43,0.74,0.71,1.43,0.51,0.57,0.59,1.09,0.35,0.49,0.55,0.61,0.8,0.69,0.31,0.13,0.11,1.05,0.43,2.05,0.61,1.8,0.52,0.49,0.77,0.69,0.28,0.62,1.19,0.73,0.7,0.63,0.3,2.36,..,..,..
..Mudfish,....Cebu,..,..,..,1,..,..,..,1,0.5,0.3,0.09,1.5,0.05,0.12,0.1,0.1,0.15,0.34,0.8,0.5,0.3,0.75,0.17,0.06,0.56,0.8,0.6,0.2,0.6,0.71,0.4,0.3,0.25,0.2,0.5,0.62,0.3,0.23,0.59,0.48,0.5,0.4,0.61,0.56,0.59,0.22,0.4,0.6,0.79,0.9,0.51,0.65,0.56,0.45,0.39,0.37,0.3,0.47,0.88,0.21,0.58,0.61,0.6,0.57,0.42,0.66,0.12,2.75,0.5,0.04,0.21,0.65,0.47,1.11,0.33,0.92,..,..,..,..
..Mudfish,....Negros Oriental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.47,0.27,0.18,0.15,0.26,0.5,0.3,0.41,0.24,0.84,0.76,0.17,0.15,0.11,0.13,0.1,0.13,0.1,0.11,0.09,0.07,0.22,0.14,0.21,0.3,0.39,0.18,0.27,0.28,0.48,0.61,0.2,0.12,0.08,0.2,0.1,0.05,0.03,0.05,0.03,..,..,0.29,0.3,0.03,0.21,..,0.35,0.06,0.14,..,..,0.08,0.16,0.11,0.02,0.08,0.1,0.06,0.09,..,..,..,..
..Mudfish,....Siquijor,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudfish,..Region VIII (Eastern Visayas),26,30,34,32,36,38,45,36,37.76,35,44.1,75,45.2,42.25,51.25,39,54.19,37.9,48.4,38.4,59.67,46.25,43.9,35.23,142.69,122.53,124.14,24.21,103.45,34.7,88.55,16.29,36.85,23.61,13.28,23.95,34.72,21.9,12.07,12.95,8.81,20.53,11.55,13.6,8.13,18.95,10.98,12.25,7.63,9.28,9.05,10.84,6.76,9.58,7.8,11.47,6.14,10.29,9.13,10.94,8.55,8.32,8.15,8.67,9.37,7.27,6.67,11.25,9.32,8.15,14.13,7.63,7.27,6.65,11.01,8.12,18.72,..,..,..
..Mudfish,....Biliran,..,..,..,..,..,..,3,..,..,..,3,37,0.2,1,1,1,0.19,0.8,0.7,0.9,0.17,0.75,0.6,0.05,0.09,0.07,0.09,0.08,0.06,0.02,0.03,0.04,0.01,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.07,0.03,0.01,0.01,0.06,0.03,0.02,0.01,0.05,0.03,0.01,0.01,0.04,0.02,0.02,0.01,0.04,0.07,0.2,..,0.06,0.07,0.17,0.26,0.17,0.03,..,0.08,0.08,0.1,0.1,0.1,0.19,0.25,0.15,0.07,..,..,..
..Mudfish,....Eastern Samar,5,7,9,7,8,8,9,9,6,7,8,9,10,11,12,15,17,10.8,12.7,14,20,13,11.3,10,15.35,15.36,11.45,10.19,15.49,13.35,0.01,8.46,16.75,14.6,..,8.63,14.35,13.5,..,0.15,0.05,12.05,0.9,0.25,0.2,10.3,0.95,0.22,0.18,..,0.01,0.2,..,..,0.01,0.18,..,..,..,..,..,0.11,..,..,..,..,..,..,0.05,..,0.01,0.1,0,0.02,0,0.04,0.31,..,..,..
..Mudfish,....Leyte,17,18,19,19,23,24,25,20,25.5,22.5,26,20,26,23,30,12,29,20,25,12.5,30,20,20,12.18,32,20.1,25.37,12.37,22,0.15,0.25,0.7,13,0.05,0.01,0.1,13.01,0.05,0.03,0.01,0.06,..,0.03,0.04,0.12,0.04,0.05,..,..,0.04,0.03,0.03,0.04,0.02,0.01,0.01,0.06,0.02,1.02,0.39,0.44,0.09,0.09,0.11,0.04,0.23,0.12,0.1,0.13,0.09,..,0.13,0.14,0.66,0.67,..,1.18,..,..,..
..Mudfish,....Northern Samar,4,5,6,6,5,6,5,6,6,5,4,7,6.5,5.25,4.75,7.5,7,4,7.5,8,8,10,10,11,94,85,86.63,0.81,65,21.18,88.26,7.09,7.09,8.95,13.24,15.21,7.35,8.32,12.03,12.78,8.41,8.41,10.59,13.3,7.8,8.55,9.95,12.01,7.44,9.19,8.98,10.6,6.71,9.52,7.76,11.26,6.07,10.23,8.04,10.3,6.27,7.99,7.99,8.39,6.75,6.75,6.47,11.15,9.06,7.98,13.58,6.88,6.78,5.47,10.09,7.82,8.87,..,..,..
..Mudfish,....Samar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.74,0.07,..,..,2.23,..,..,..,..,..,0.36,0.3,0.25,0.31,..,0.08,8.25,..,..,..
..Mudfish,....Southern Leyte,..,..,..,..,..,..,3,1,0.26,0.5,3.1,2,2.5,2,3.5,3.5,1,2.3,2.5,3,1.5,2.5,2,2,1.25,2,0.6,0.76,0.9,..,..,..,..,..,..,..,..,..,..,..,0.28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,0.1,..,..,..,0.09,0.12,0.05,..,..,..,0.08,0.12,..,..,..,0.03,0.04,..,..,..
..Mudfish,..Region IX (Zamboanga Peninsula),16,15,14,13,16,18,16,15,16.8,19.9,19.6,18.35,21.35,25.03,21.93,21.52,25.1,28.66,25.45,26.13,28.97,31.89,28.34,28.67,31.67,33.43,29.37,28.8,33.74,70.25,40.82,48.85,66.41,56.41,48.1,43.75,60.16,43.98,24.01,40.83,45.44,37.99,34.9,40.85,38.94,40.62,34.34,38.94,33.76,43.9,36.76,34.85,32.02,35.39,35.06,39.13,25.79,34.84,44.15,40.95,28.92,33.4,45.76,39.62,25.52,39.12,40.66,42.53,28.37,40.83,36.5,114.67,27.59,12.05,2.28,44.38,1.42,..,..,..
..Mudfish,....Zamboanga del Norte,1,1,1,1,..,1,1,1,0.5,0.5,1,0.6,1,0.58,0.63,0.92,0.7,1.18,0.19,0.63,0.94,1.01,1.33,1.5,0.99,0.8,0.89,1,0.79,0.73,1.36,1.18,1.47,1.22,0.88,1.25,1.54,1.44,1.09,1.61,1.65,1.65,1.92,1.65,1.63,1.44,1.41,1.72,1.95,1.46,1.42,1.8,1.48,1.44,1.54,1.7,1.37,1.64,1.73,1.77,1.82,1.68,1.87,1.79,1.83,1.5,1.9,1.96,1.81,1.83,2.08,2.03,1.96,1.84,1.88,2.33,0.19,..,..,..
..Mudfish,....Zamboanga del Sur,14,14,13,12,16,17,15,14,16,19,18,17,20,24,21,20,24,27,25,25,27.67,30.7,26.78,26.83,30.38,32.43,28.33,27.33,29.33,68.42,39.46,46.3,63.5,54.1,45.52,41.41,57.77,41.28,21.96,37.03,43.63,35.38,32.37,37.34,37.05,37.22,32.43,35,31.56,40.54,34.89,30.81,29.97,31.06,32.46,33.8,24.42,30.38,39.54,35.97,27.1,31.72,40.76,37.83,23.68,36.94,38.27,39.08,26.3,34.72,34.42,112.36,25.63,10.21,0.09,42.04,0.92,..,..,..
..Mudfish,....Zamboanga Sibugay,1,..,..,..,..,..,..,..,0.3,0.4,0.6,0.75,0.35,0.45,0.3,0.6,0.4,0.48,0.26,0.5,0.36,0.18,0.24,0.34,0.3,0.2,0.15,0.47,3.62,1.1,..,1.37,1.44,1.09,1.7,1.09,0.85,1.26,0.96,2.19,0.16,0.96,0.61,1.86,0.26,1.96,0.5,2.22,0.24,1.9,0.45,2.24,0.57,2.89,1.06,3.63,..,2.82,2.88,3.21,..,0,3.13,0.01,0.01,0.68,0.49,1.49,0.26,4.28,0,0.28,..,..,0.31,0.01,0.31,..,..,..
..Mudfish,....City of Zamboanga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudfish,..Region X (Nothern Mindanao),81,68,54,53,38,63,52,53,71,60.6,51.03,51.14,67.3,65.15,100.56,59.77,67.95,37.8,72.48,34.95,54.92,39.9,79.69,45.85,42.68,42.31,101.42,73.26,84.64,52.74,142.33,94.21,75.34,71.61,124.96,98.54,63.31,73.14,114.43,85.76,70.7,88.83,112.85,74.56,62.83,73.35,88.99,75.35,109.81,119.79,116.27,116.79,119.71,111.32,107.96,121.44,117.42,121.77,129.71,131.06,97.62,113.62,109.01,120.64,114.77,111.82,118.29,119.08,113.57,149.09,167,96.74,88.17,91,114.07,84.46,20.82,..,..,..
..Mudfish,....Bukidnon,..,1,1,1,1,1,1,1,2,0.4,1,0.3,0.3,0.15,0.5,0.16,0.28,0.7,0.37,0.33,0.85,0.55,0.49,15.3,1.8,1.2,14.97,7.92,21.55,5.44,44.6,13.87,12.99,11.16,27.08,19.45,4.68,12.85,26.2,11.97,11.24,11.29,24.4,6.96,6.56,9.93,27.18,12.46,22.71,12.23,43.73,23.78,23.99,17.8,30.37,25.56,37.23,40.06,58.21,30.64,19.17,44.42,36.9,30.94,37.17,42.85,49.77,54.55,43.8,80.57,99.08,30.82,17.16,24.26,49.78,17.7,2.79,..,..,..
..Mudfish,....Camiguin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Mudfish,....Lanao del Norte,80,66,52,51,36,61,50,51,68,60,50,50.84,67,65,100,59,67,37.05,72,34,53.25,35.27,79,29.82,39.8,36.67,86,64.12,61.55,42.64,96.4,78.14,61.33,55.55,97.07,77.9,56.89,58.54,87.73,71.6,57.28,76.04,87.9,64.89,52.33,62.79,60.46,59.86,82.73,104.85,71.19,90.47,93.48,89.39,75.94,91.8,77.78,78.24,68.51,96.55,75.75,67.34,68.43,85.72,74.5,66.44,66.26,61.25,66.75,67.55,66.17,62.16,68.66,64.68,61.65,63.39,16.84,..,..,..
..Mudfish,....Misamis Occidental,..,..,..,..,..,..,..,..,..,..,0.03,..,..,..,0.05,0.55,0.67,0.05,0.1,0.61,0.8,4.03,0.12,0.63,0.83,4.14,0.13,0.78,0.89,4.66,0.14,0.88,0.84,4.29,0.15,1.07,1.62,0.39,0.49,1.83,1.76,0.58,0.55,2.71,3.94,0.44,1.34,2.8,3.53,2.71,1.35,2.54,2.19,4.13,1.66,4.09,2.3,3.31,2.34,3.21,2.59,1.07,2.01,2.61,2.43,1.04,1.36,1.8,2.06,0.97,1.27,1.76,1.96,0.95,1.24,1.68,1.19,..,..,..
..Mudfish,....Misamis Oriental,1,1,1,1,1,1,1,1,1,0.2,..,..,..,..,0.01,0.06,..,..,0.01,0.01,0.02,0.05,0.08,0.1,0.25,0.3,0.32,0.44,0.65,..,1.18,1.32,0.18,0.6,0.66,0.12,0.12,1.36,..,0.36,0.42,0.92,..,..,..,0.2,..,0.24,0.84,..,..,..,0.05,..,..,..,0.11,0.16,0.65,0.66,0.12,0.78,1.67,1.36,0.67,1.5,0.9,1.48,0.96,..,0.48,2,0.4,1.12,1.4,1.68,..,..,..,..
..Mudfish,..Region XI (Davao Region),14,15,14,17,17.65,16.4,18.97,5.69,7.29,5.76,9.21,4.97,4.48,8.19,9.01,6.71,7.57,8.66,10.77,11.66,11.28,10.89,12.35,16.1,14.04,11.39,13.06,10.52,16.86,11.31,15.34,10,15.76,10.72,14.47,11.59,15.11,10.52,15.15,40.1,17.54,10.41,14.04,16.18,10.47,9.32,7.62,22.53,13.13,14.32,6.08,29.3,15.65,15.6,8.08,28.23,10.54,15.64,15.24,25.39,11.8,11.03,4.94,6.51,14.25,20.41,11.02,9.72,5.21,13.83,5.61,8.57,5.36,13.21,6.36,17.54,3.02,..,..,..
..Mudfish,....Compostela Valley,5,4,4,3,5.2,5.2,4.09,1.32,1.69,1.88,4.08,0.45,0.73,1.23,3.71,0.68,3.56,3.13,1.1,2.94,3.4,4.52,1.2,3.06,3.92,6.17,3.83,4.33,4.94,4.7,4.4,4.61,2.7,3.84,3.69,4.71,3.05,4.91,4.27,6.41,3.77,4.77,4.08,5.66,4.53,5.19,3.92,8.17,4.56,5.68,4.07,5.2,5.5,14.05,6.75,5.67,1.41,9.76,3.41,3.56,3.46,7.55,1.69,3.48,4.88,5.68,4.3,2.22,2.86,8.34,3.22,3.02,2.68,9.62,4.52,3.06,1.24,..,..,..
..Mudfish,....Davao del Norte,6,8,9,10,7.45,8.2,9.88,4.37,4.24,2.57,3.03,3.12,3.37,2.7,3.61,5.36,3.64,3.38,4.24,5.46,7.19,5.31,9.29,11.48,9.84,4.43,8.26,5.27,10.35,6.23,9.08,5.15,12.78,6.56,9.56,6.4,11.06,4.75,7.4,5.12,12.94,4.96,7.47,4.45,5.72,3.45,3.41,2.87,8.19,8.5,1.98,5.07,9.88,1.38,1.19,3.54,7.98,5.6,11.42,2.71,8.25,3.32,2,2.74,8.37,14.12,4.54,7.36,1.97,3.66,0.68,5.36,2.5,2.31,0.85,14.13,1.33,..,..,..
..Mudfish,....Davao del Sur,1,1,..,2,2,1,3,..,0.35,0.06,0.05,0.09,0.21,0.25,0.08,0.05,0.01,0.27,4.01,0.05,0.1,0.25,0.09,..,0.02,..,0.01,0.03,0.06,0.14,0.02,0.03,0.04,0.13,0.11,0.25,0.5,0.56,2.27,28.37,0.11,0.06,2.28,6.07,0.21,0.69,0.16,11.49,0.38,0.14,0.04,19.03,0.27,0.17,0.15,18.98,1.15,0.28,0.15,19.09,0.05,0.07,0.96,0.28,0.97,0.05,1.86,0.14,0.26,1.19,1.13,0.19,..,0.95,..,0.3,0.26,..,..,..
..Mudfish,....Davao Occidental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.05,0.06,0.03,..,0.1,0.16,0.14,0.03,0.14,..,..,..
..Mudfish,....Davao Oriental,2,2,1,2,3,2,2,..,1,1.2,2.02,1.25,0.13,3.96,1.56,0.56,0.31,1.8,1.14,3.09,0.53,0.75,1.26,1.5,0.21,0.75,0.93,0.85,1.47,0.16,1.76,0.16,0.23,0.19,1.11,0.23,0.51,0.31,1.21,0.19,0.72,0.62,0.2,..,..,..,0.12,..,..,..,..,..,0,..,..,0.04,..,0.01,..,..,..,0.01,..,0.01,..,0.01,..,0,..,..,0,..,0.08,0.17,0.85,0.03,0.06,..,..,..
..Mudfish,....City of Davao,..,..,..,..,..,..,..,..,0.01,0.05,0.03,0.07,0.04,0.05,0.05,0.06,0.05,0.08,0.28,0.12,0.06,0.05,0.51,0.06,0.05,0.04,0.04,0.04,0.04,0.08,0.08,0.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.26,0.03,0.04,0.08,0.28,..,0.03,0.55,0.33,..,0.07,0.57,0.55,..,..,..,..,..,..,..,..,..
..Mudfish,..Region XII (SOCCSKSARGEN),271,368,185,173,281.25,410.5,195,228,352.58,368.09,439.18,351.06,407.13,391.1,346.65,401.66,601.83,517.18,322.46,402.07,648.24,551.91,617.71,478.17,621.32,572.37,799.56,843.01,819.65,684.9,829.88,993.06,682.74,582.3,830.78,967.06,808.17,626.96,959.31,1079.22,911.87,638.86,943.21,1078.23,984.44,662.47,836.21,982.51,1093.28,685.2,781.48,1042.54,1082,624.49,695.42,1051.55,972.89,497.91,615.06,1072.88,1004.37,575.6,582.32,1072.48,1129.32,716.84,643.39,663.58,891.09,478.18,622.33,599.67,762.54,363.21,689.27,511.92,719.59,..,..,..
..Mudfish,....Cotabato,44,46,62,87,82.25,86.5,79,159,264.5,267.5,249,230,312.26,342.37,193.8,305,504.17,470.03,240.43,307.17,544.31,506.04,540.27,378.11,513.06,522.46,717.23,743.15,725.92,633.28,752.93,883.02,585.69,532.92,751.92,850.27,706.65,576.47,879.23,973.15,830.91,589.64,858.4,969.65,900.28,607.44,745.68,873.98,972.68,618.35,718.42,977.77,972.07,543.12,632.03,985.84,885.77,422.9,552.04,1006.03,940.88,487.96,523.57,1003.17,967.73,654.55,524.3,603.61,785.59,431.57,477.93,545.19,664.84,344.54,615.25,507.01,693.49,..,..,..
..Mudfish,....Sarangani,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03,..,..,..
..Mudfish,....Sultan Kudarat,179,318,119,79,158,320,112,62,73.08,97.59,186.36,118.06,93.52,47.74,150.71,92.98,96.97,46.02,80.56,94.15,103.52,44.65,76.46,99.5,107.78,49,81.66,99.24,93.24,49.57,75.3,109.1,96.52,48.34,76.76,115.81,100.67,49.61,78.15,105.06,79.89,48.3,83.46,107.71,83.21,53.98,89.11,107.53,119.22,65.42,61.19,63.34,108.58,80.39,61.97,64.21,85.58,74.42,62.35,65.35,61.48,86.12,55.62,66.2,158.47,59.65,115.38,56.26,101.6,44.15,138.13,50.7,93.3,14.67,69.12,1.27,21.71,..,..,..
..Mudfish,....South Cotabato,48,4,4,7,41,4,4,7,15,3,3.82,3,1.35,0.99,2.14,3.68,0.69,1.13,1.47,0.75,0.41,1.22,0.98,0.56,0.48,0.92,0.68,0.61,0.49,2.05,1.65,0.94,0.52,1.03,2.1,0.98,0.86,0.89,1.93,1.01,1.07,0.92,1.34,0.87,0.95,1.04,1.41,0.99,1.38,1.44,1.88,1.43,1.34,0.98,1.42,1.51,1.54,0.59,0.66,1.5,2.01,1.52,3.13,3.11,3.13,2.64,3.71,3.71,3.89,2.46,6.26,3.78,4.4,4,4.9,3.65,3.36,..,..,..
..Mudfish,..Region XIII (Caraga),211,158,156,143,215,174.1,132.3,131.28,177.24,159.7,119.9,135.44,172.37,141.57,107.57,120.09,216.86,241.29,98.53,153.15,235.37,233.17,226.38,157.8,208.72,201.36,194.41,181.43,148.71,149.46,172.1,121.88,149.97,145.07,141.9,137.98,195.4,148.34,131.66,127.66,174.91,123.23,124.12,152.45,166,122.34,131.73,134.76,167.12,94.35,110.45,101.18,101.49,88.9,88.02,73.06,94.88,88.09,106.56,107.2,105.6,111.02,74.68,103.67,115.7,93.36,62.5,107.46,87.47,82.31,57.47,80.29,75.92,68.03,55.76,67.35,98.12,..,..,..
..Mudfish,....Agusan del Norte,33,34,19,12,34,36,21,14,32,36.5,21,17,21,31.3,13.24,11.55,12,28,11.2,12.09,13,29.9,22.7,16.89,14.13,25.02,34.72,19.6,12.21,16.97,15.42,15.06,10.01,7.48,10.67,11.39,35.13,15.96,13.05,10.74,24.85,13.55,13.29,25,23.37,12.93,15.06,9.92,23.77,14.49,14.61,6.89,20.35,8.58,14.63,7.49,10.05,9.42,13.02,10.91,6.8,11.02,12.95,10.23,7.42,8.48,10.04,6.48,8.77,6.48,7.4,6.83,7,6.25,5.12,7.77,60.61,..,..,..
..Mudfish,....Agusan del Sur,145,95,120,123,150,110,93,102,132,100,85,101,138,87,81,87,190.47,195,75,118.52,205.43,190.02,189.4,127.4,176.84,159.82,144.16,147.59,117,114.13,144.75,101.43,114.22,118.98,114.4,113.51,144.27,111.65,95.87,104.55,136.4,102.29,104.97,115,136.6,107.85,112.58,116.33,138.71,77.32,90.21,86.6,78.17,75.62,66.92,58.65,78.98,67.48,75.64,76.47,93.02,80.86,44.48,79.58,92.1,74.61,39.49,71.58,74.63,64.93,38.05,61.47,62.21,55.59,44.06,56.85,26.53,..,..,..
..Mudfish,....Dinagat Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.08,..,..,..,0.13,0.15,0.05,0.04,0,..,..,..
..Mudfish,....Surigao del Norte,32,27,16,6,30,26,17,13.03,12.04,20,12,15.04,11.07,20.12,11.53,19.04,12.09,15.14,9.53,20.04,13.1,8.37,11.04,10.05,11,10,12.05,10.1,10.23,11.9,7,0.63,20.93,11.55,12.77,5.18,9.95,13.33,14.48,10.82,12.9,7.15,5.04,2.1,3.71,1.31,2.85,1.97,1.64,2.27,1.05,1.97,2.1,0.72,1.02,1.77,2.96,0.2,6.52,4.6,3.95,2.54,7.06,3.78,8.96,4.75,7.93,8.88,2.74,6.76,9.2,3.27,4.97,6.04,5.58,2.69,10.97,..,..,..
..Mudfish,....Surigao del Sur,1,2,1,2,1,2.1,1.3,2.25,1.2,3.2,1.9,2.4,2.3,3.15,1.8,2.5,2.3,3.15,2.8,2.5,3.84,4.88,3.25,3.45,6.75,6.53,3.48,4.14,9.27,6.46,4.93,4.75,4.81,7.06,4.06,7.9,6.05,7.4,8.26,1.55,0.76,0.24,0.82,10.35,2.32,0.25,1.23,6.54,3,0.27,4.58,5.72,0.87,3.98,5.45,5.15,2.89,10.98,11.38,15.22,1.83,16.61,10.19,10.08,7.22,5.52,5.04,20.51,1.25,4.14,2.82,8.72,1.61,..,0.95,..,..,..,..,..
