Species,Geolocation,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4
..Climbing perch (Martiniko),....Siquijor,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),..Region VIII (Eastern Visayas),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.75,..,..,..,3.02,..,..,..,..,245.52,64.96,..,..,..,..,52.44,..,..,..
..Climbing perch (Martiniko),....Biliran,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Eastern Samar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.75,..,..,..,3.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Leyte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Northern Samar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,245.52,64.96,..,..,..,..,52.44,..,..,..
..Climbing perch (Martiniko),....Samar,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Southern Leyte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),..Region IX (Zamboanga Peninsula),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Zamboanga del Norte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Zamboanga del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Zamboanga Sibugay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.75,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....City of Zamboanga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),..Region X (Nothern Mindanao),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,300,236.4,193.41,..,73.23,269.87,105,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Bukidnon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172.41,..,60.23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Camiguin,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Lanao del Norte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Misamis Occidental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Misamis Oriental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,300,236.4,21,..,13,269.87,105,..,..,..,..,..,..,..,..,..,..,..,..,..,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),..Region XI (Davao Region),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,4,..,0.38,0.4,5.6,1.2,..,5.2,0.8,1.2,..,..,3.2,4,5.6,5.5,5.4,9.5,3,1.5,11.5,..,..,..,..,..,..,..,..,..,..,..,..,..,1,3.34,1.4,156.1,58,65.5,..,..,..,..
..Climbing perch (Martiniko),....Compostela Valley,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Davao del Norte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,3.34,1.4,1.31,..,..,..,..,..,..
..Climbing perch (Martiniko),....Davao del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,4,..,0.38,0.4,5.6,1.2,..,5.2,0.8,1.2,..,..,3.2,4,5.6,5.5,5.4,9.5,3,1.5,11.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Davao Occidental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Davao Oriental,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,154.79,58,65.5,..,..,..,..
..Climbing perch (Martiniko),....City of Davao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),..Region XII (SOCCSKSARGEN),805,..,4404,3710,1052,1415,2320,4009,3925.9,4401.9,3246.75,3572.48,3407.52,4691.67,4046.2,4183.38,5661.32,7620.92,4805.66,4862.49,6964.44,8955.54,9713.16,6801.65,8773.73,14723.73,13622.23,13904.3,13660.29,10563.17,12823.2,20985.32,11028.34,8195.72,7904.65,12232.85,9950.38,9996.12,10285.93,11590.36,8524.37,8759.01,7174.97,8131.66,8334.95,8494.4,8548.04,7953.82,8827.95,8223.37,7316.18,12070.87,12183.26,12225.13,10195.45,13867.59,10793.29,7604.26,13030.31,6535.58,9271.65,8364.15,6155.64,9391.57,7833.46,11522.65,3195.74,12861.62,12353.7,7198.18,2669.27,10536.37,2685.6,3742.61,2110.35,6757.88,3111.22,..,..,..
..Climbing perch (Martiniko),....Cotabato,375,..,264,260,500,775,440,679,1104,645,1229.4,1198.08,1712.64,1725.47,2231.8,1933.75,3382.99,5461.07,2695.51,2656.44,4864.44,6970.69,7759.62,4545.85,6178.73,12571.83,11369.46,11365.46,11408.92,8988.36,10774.67,18419.71,8244.82,6437.59,5791.95,10013.25,7784.48,8497.61,8022.92,9422.23,7544.4,7850.7,4914.03,7493.1,7690.36,7984.22,6931.26,7158.31,8067.81,7718.57,6796.34,11425.53,10848.2,11381.35,9807.06,13482.32,9735.08,6751.87,12556.49,6138.22,8605.12,7574.89,5511.52,8857.87,7473.46,11172.7,3195.74,12670.8,12353.7,7198.18,2669.27,10536.37,2685.6,3742.61,2110.35,6714.28,3103.82,..,..,..
..Climbing perch (Martiniko),....Sarangani,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Sultan Kudarat,430,..,4140,3450,552,640,1880,3330,2821.9,3756.9,2017.35,2374.4,1694.88,2966.2,1814.4,2249.63,2278.33,2159.85,2110.15,2206.05,2100,1984.85,1953.54,2255.8,2592,2149.4,2252.77,2523.84,2246.87,1569.81,2048.53,2556.05,2777.43,1751.47,2108.2,2216.6,2158.62,1486.21,2254.61,2163.93,974.4,896.31,2252.69,631.59,644.59,510.18,1616.78,795.51,760.14,504.8,519.84,645.34,1335.06,843.78,388.39,385.27,1058.21,852.39,473.82,397.36,666.53,789.26,644.12,533.7,360,349.95,..,190.82,..,..,..,..,..,..,..,43.6,5.7,..,..,..
..Climbing perch (Martiniko),....South Cotabato,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,2.5,..,15,4.5,5,..,9.56,6.09,6.66,4.5,3,7.28,12.3,8.4,4.2,5.57,12,8.25,6.97,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..
..Climbing perch (Martiniko),..Region XIII (Caraga),..,..,..,..,..,..,..,..,160,..,120,..,70,..,2.8,2.4,100.9,2.34,1.2,3.5,104.6,0.6,4.8,12.02,12,7.4,0.8,0.6,21,1.2,5.4,7,6.6,5.6,1.25,46.9,3,1.56,0.73,22.95,3.15,0.87,1.6,20.4,2.62,..,..,4.4,..,3.5,83.96,115.2,..,64.06,125.6,136,..,80.3,144.99,113.5,..,108.55,115.8,43.65,..,46.8,103.46,67.67,81.58,52.71,40,65,60.5,92.3,24.01,55.32,116.43,..,..,..
..Climbing perch (Martiniko),....Agusan del Norte,..,..,..,..,..,..,..,..,..,..,120,..,..,..,2.8,2.4,0.9,2.34,1.2,3.5,0.6,0.6,4.8,12.02,12,7.4,0.8,0.6,21,1.2,5.4,7,6.6,5.6,1.25,46.9,3,1.56,0.73,22.95,3.15,0.87,1.6,20.4,2.62,..,..,4.4,..,3.5,83.96,115.2,..,64.06,125.6,136,..,80.3,144.99,113.5,..,108.55,115.8,43.65,..,46.8,103.46,67.67,81.58,52.71,40,65,60.5,92.3,24.01,55.32,116.43,..,..,..
..Climbing perch (Martiniko),....Agusan del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Dinagat Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Surigao del Norte,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Surigao del Sur,..,..,..,..,..,..,..,..,160,..,..,..,70,..,..,..,100,..,..,..,104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),..Autonomous Region in Muslim Mindanao (ARMM),3976,8850,10136,8787,4836,9435,12023,11235,9600,14400,8000,12605.2,6320,22400,1485,9120.6,5335.61,11148.82,9532.66,10864.65,539.52,4974.75,10687.5,19047.5,12347.5,11911.18,8582.01,13126.05,10218.53,18647.89,11115.65,18668.8,11307.81,19241.27,9222.7,22600.13,25866.05,17214.08,16818.96,20302.43,19824.31,28980.75,36922.18,15317.09,18475.22,28335.75,35920.38,28335.75,22235.23,29462.8,29996.75,32891.44,30048.59,20993.36,21955.16,28028.14,22119.3,20867,24103,24342.73,25269.59,24342.73,20632.48,25932.26,27054.59,26720.1,20345.19,29098.95,25322.4,28183.3,22461.3,31163.83,23776.25,29116.33,40221.54,31387.91,23776.25,..,..,..
..Climbing perch (Martiniko),....Basilan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Lanao del Sur,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Maguindanao,3976,8850,10136,8787,4836,9435,12023,11235,9600,14400,8000,12605.2,6320,22400,1485,9120.6,5335.61,11148.82,9532.66,10864.65,539.52,4974.75,10687.5,19047.5,12347.5,11911.18,8582.01,13126.05,10218.53,18647.89,11115.65,18668.8,11307.81,19241.27,9222.7,22600.13,25866.05,17214.08,16818.96,20302.43,19824.31,28980.75,36922.18,15317.09,18475.22,28335.75,35920.38,28335.75,22235.23,29462.8,29996.75,32891.44,30048.59,20993.36,21955.16,28028.14,22119.3,20867,24103,24342.73,25269.59,24342.73,20632.48,25932.26,27054.59,26720.1,20345.19,29098.95,25322.4,28183.3,22461.3,31163.83,23776.25,29116.33,40221.54,31387.91,23776.25,..,..,..
..Climbing perch (Martiniko),....Sulu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Climbing perch (Martiniko),....Tawi-tawi,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Eel (Igat),Philippines,4438,254,4501,6247,5822,4592,5750,7804,7137.83,7387.92,14133.92,17551.99,9268.91,7436.08,9757.34,14826.64,10525.89,15202.2,10256.93,15089.42,12444.48,12932.36,10977.15,18443.02,17971.14,16607.55,14935.62,17246.41,17480.36,17373.15,15092.77,21453.36,15593.52,13611.46,13282.88,24754.25,18787.88,19397.44,18423.02,27972.06,25494.67,20555.34,28115.69,35533.41,35535.75,50389.54,84505,98935.86,70993.97,62369.36,58766.01,70146.13,75111.04,53633.53,42274,48513.03,59898.41,44845.39,37300.38,57756.01,45791.78,55465.29,43220.3,63218.98,58735.7,32764.36,44936.32,66516.78,45709.55,41458.52,47832.71,82850.94,36392.13,46789.67,43875.24,84381.47,74324.37,..,..,..
..Eel (Igat),..National Capital Region (NCR),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Eel (Igat),..Cordillera Administrative Region (CAR),1350,..,1421,1521,1215,1257,2034,1633,1117.9,1261.48,1620.6,1551.5,1733.78,1678.53,2228.59,1584.02,1706.92,1557.5,1917.24,1694.27,1352.19,1501.6,2117.71,2210.12,1395.84,1515.72,2303.35,2142.25,1834.35,1346.4,2484.4,2431.53,1736.4,1964.94,2582.25,2594.74,2324.39,2285.78,3316.1,3118.75,2911.87,2469.36,3069.26,3101.49,3147.79,2723.9,3252.52,3089.21,3037.98,2928.46,3724.88,3198.09,2992.28,3012.08,3501.53,3655.2,3069.8,2878.85,2338.72,2935.4,1943.65,1212.55,1480.74,1567.56,2626.39,1677.68,1375.29,1267.7,2442.89,1949.63,3301.84,3700.65,1831.98,1491.34,2938.67,2849.53,380.58,..,..,..
..Eel (Igat),....Abra,450,..,150,450,600,260,260,570,517.2,268.6,405,406.5,710.7,600,450,300,600,450,600,450,300,300,750,750,450,300,748.5,712.5,552,267,802.5,570,267,321,730.5,535.5,321,196.5,855,481.5,802.5,339,499.5,411,784.5,481.5,519.75,458.5,398.95,395.5,681.69,374.5,332.5,385,250.25,662.24,517.85,202.7,419.28,1119.54,414.71,177.85,368,366.8,458.89,161.32,261.55,492.07,284,217.58,588.94,779.14,330.34,458.79,768.74,913.01,295.65,..,..,..
..Eel (Igat),....Apayao,300,..,800,500,315,520,1275,700,403.69,440,600,360,501.6,480,960,480,420,468,840,407,418.21,525,912.06,574,420,690,1064.25,835.5,693,592.2,1223.9,1367.52,864.12,1121.94,1321.41,1536.28,1389.6,1426.02,1864.3,2061.58,1393.59,1380.93,1835.86,2077.41,1574.23,1403.29,1921.27,1863.15,1727.27,1496.16,1957.63,1921.42,1748.22,1568.22,2032.94,2029.3,1527.79,1613.65,607.94,789.91,468.94,214.87,595.02,660.26,671.43,722.87,115.35,139.34,716.98,1070.71,1833.54,2117.53,937.81,407.53,1284.96,1038.6,65.43,..,..,..
..Eel (Igat),....Benguet,..,..,171,171,..,177,199,231,127,216.3,241.6,375,165.8,244.61,378.59,370.02,300.3,280.5,112.5,462.6,245.2,270,45.63,435,96,78.4,63,169.62,193.08,63.24,32,27.61,99.42,20,36,20,80.14,18,24,..,94.5,18,31.5,..,90,..,36,83.81,84,55.05,53.96,81.3,80,52,64,84,96,48,60,68,92,60,..,..,365.57,..,..,..,329.72,..,..,..,329.72,..,..,..,..,..,..,..
..Eel (Igat),....Ifugao,..,..,..,100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
..Eel (Igat),....Kalinga,600,..,300,300,300,300,300,132,40,322.58,360,400,331.68,333.92,398,400,348.62,315,322.74,350.06,354.78,372.6,372.02,415.12,405.84,417.32,372.6,379.63,396.27,423.96,426,441.4,505.86,502,494.34,502.96,533.65,645.26,572.8,575.67,621.28,731.43,644.6,613.08,699.06,839.11,775.5,683.75,827.76,981.75,1031.6,820.87,831.56,1006.86,1110.34,879.66,895.16,954.5,1227,950.95,968,711.83,517.72,528.5,1130.5,793.49,998.39,620,1112.19,661.34,792.21,773.68,194.4,532.8,781.47,861.92,..,..,..,..
..Eel (Igat),....Mountain Province,..,..,..,..,..,..,..,..,30.01,14,14,10,24,20,42,34,38,44,42,24.61,34,34,38,36,24,30,55,45,..,..,..,25,..,..,..,..,..,..,..,..,..,..,57.8,..,..,..,..,..,..,..,..,..,..,..,44,..,33,60,24.5,7,..,48,..,12,..,..,..,16.29,..,..,87.15,30.3,39.71,92.22,103.5,36,19.5,..,..,..
..Eel (Igat),..Region I (Ilocos Region),70,..,400,460,611,295,653,406,538,200,445,296.5,405.84,214.5,157.5,422,149.95,276.5,352.5,417.5,268.5,193,187.33,479.5,609.37,716.93,958.4,695.9,234.12,102.63,547.47,183.32,332.42,294.62,225.23,332.71,418.61,421.05,114.46,397.27,416.72,533.82,607.9,569.6,474.92,365.39,457.66,403.25,396.77,341.12,146.9,349.56,324.82,314.5,199.1,244.15,374.22,772.95,178.17,194.72,292.39,471.95,344.95,323.25,596.26,363.76,378.62,414.26,177.04,420.35,4689.97,1512.46,454.24,3177.56,3430.5,4633.78,1133.34,..,..,..
..Eel (Igat),....Ilocos Norte,..,..,..,..,200,..,..,..,..,..,..,31.5,15.84,2,..,162,27.45,4,..,..,24,44,41.87,42.37,9,80.86,781.58,248.74,71.32,..,435,24,39,15,48.53,80,92.5,123.34,42.5,65,87.5,34,419.13,80.85,60,17.5,42.5,7.5,16.1,4.8,8.4,59.77,10.75,157.5,96,82.5,57.78,147.35,125.65,48,39,33,125,148.61,275.81,95.19,33,55,16,133,481.97,45.45,229.24,1165.05,147,254.25,97.5,..,..,..
..Eel (Igat),....Ilocos Sur,..,..,..,..,83,175,167,100,100,20,220,15,250,37.5,12.5,30,17.5,12.5,7.5,12.5,17.5,15,109.46,90,105,17.5,15,6,7.8,25,14.25,30.8,144,144,15,30,117.45,155.4,18.3,29,146.88,156.95,15.5,33,180.53,161.7,15.75,31,210.66,154.8,16,30,258.3,110,9.75,27.45,194.5,117.3,12.8,30,236.35,132.5,..,22.4,248.44,232.88,..,259.5,149.04,251.34,3378,1386,200,1896.51,2511,3922.13,443.85,..,..,..
..Eel (Igat),....La Union,70,..,..,100,248,120,66,66,318,180,65,130,..,175,65,130,65,260,225,225,147,134,1,47.13,75.37,45.57,142.32,269.56,149,17.63,35.69,80.52,94.42,107.12,107.1,193.91,181.06,124.31,41.66,263.27,158.14,300.87,66.96,426.85,192.39,147.94,54.11,328.75,131.76,144.72,62,215.79,28.77,17,64.2,79,64.94,471.7,9.72,45.92,17.04,279.44,181.45,85.04,72.01,35.69,317.62,68.26,12,36.01,806,25,25,116,692,64,500.4,..,..,..
..Eel (Igat),....Pangasinan,..,..,400,360,80,..,420,240,120,..,160,120,140,..,80,100,40,..,120,180,80,..,35,300,420,573,19.5,171.6,6,60,62.53,48,55,28.5,54.6,28.8,27.6,18,12,40,24.2,42,106.31,28.9,42,38.25,345.3,36,38.25,36.8,60.5,44,27,30,29.15,55.2,57,36.6,30,70.8,..,27.01,38.5,67.2,..,..,28,31.5,..,..,24,56.01,..,..,80.5,393.4,91.59,..,..,..
